datetime,open,high,low,close
2025-09-11 04:27:00+02:00,1.16943,1.16957,1.16943,1.16956
2025-09-11 04:28:00+02:00,1.16957,1.16962,1.16957,1.16959
2025-09-11 04:29:00+02:00,1.16959,1.16966,1.16959,1.16966
2025-09-11 04:30:00+02:00,1.16966,1.16975,1.16964,1.16975
2025-09-11 04:31:00+02:00,1.16973,1.16978,1.16971,1.16978
2025-09-11 04:32:00+02:00,1.16977,1.16979,1.16977,1.16979
2025-09-11 04:33:00+02:00,1.16979,1.16979,1.16976,1.16978
2025-09-11 04:34:00+02:00,1.16977,1.16977,1.16966,1.16974
2025-09-11 04:35:00+02:00,1.16973,1.16974,1.16964,1.16964
2025-09-11 04:36:00+02:00,1.16964,1.16968,1.16964,1.16967
2025-09-11 04:37:00+02:00,1.16968,1.16969,1.16962,1.16969
2025-09-11 04:38:00+02:00,1.16969,1.16971,1.16968,1.16968
2025-09-11 04:39:00+02:00,1.16967,1.16977,1.16967,1.1697
2025-09-11 04:40:00+02:00,1.1697,1.16973,1.1697,1.16972
2025-09-11 04:41:00+02:00,1.16974,1.16974,1.16969,1.1697
2025-09-11 04:42:00+02:00,1.16969,1.16975,1.16969,1.16973
2025-09-11 04:43:00+02:00,1.16973,1.16975,1.16973,1.16975
2025-09-11 04:44:00+02:00,1.16975,1.16975,1.16974,1.16974
2025-09-11 04:45:00+02:00,1.16972,1.16974,1.16965,1.16973
2025-09-11 04:46:00+02:00,1.16973,1.16977,1.16971,1.16975
2025-09-11 04:47:00+02:00,1.16975,1.16975,1.16968,1.1697
2025-09-11 04:48:00+02:00,1.16969,1.16971,1.16961,1.16961
2025-09-11 04:49:00+02:00,1.1696,1.16963,1.16957,1.16958
2025-09-11 04:50:00+02:00,1.16958,1.16959,1.16956,1.16956
2025-09-11 04:51:00+02:00,1.16959,1.16963,1.16959,1.16963
2025-09-11 04:52:00+02:00,1.16962,1.16962,1.16962,1.16962
2025-09-11 04:53:00+02:00,1.16961,1.16963,1.16954,1.16961
2025-09-11 04:54:00+02:00,1.16961,1.16969,1.16961,1.16967
2025-09-11 04:55:00+02:00,1.1697,1.16988,1.16967,1.16987
2025-09-11 04:56:00+02:00,1.16987,1.16991,1.16984,1.16986
2025-09-11 04:57:00+02:00,1.16989,1.16994,1.16989,1.16991
2025-09-11 04:58:00+02:00,1.16993,1.16995,1.16986,1.16995
2025-09-11 04:59:00+02:00,1.16992,1.16998,1.16991,1.16997
2025-09-11 05:00:00+02:00,1.16999,1.16999,1.16976,1.16979
2025-09-11 05:01:00+02:00,1.16977,1.16978,1.16971,1.16971
2025-09-11 05:02:00+02:00,1.1697,1.16974,1.16968,1.16971
2025-09-11 05:03:00+02:00,1.16973,1.16973,1.16967,1.16967
2025-09-11 05:04:00+02:00,1.16966,1.16979,1.16966,1.16976
2025-09-11 05:05:00+02:00,1.16976,1.16979,1.16973,1.16973
2025-09-11 05:06:00+02:00,1.16975,1.16975,1.16958,1.16963
2025-09-11 05:07:00+02:00,1.16963,1.16967,1.16963,1.16964
2025-09-11 05:08:00+02:00,1.16964,1.16969,1.16964,1.16967
2025-09-11 05:09:00+02:00,1.16968,1.16969,1.16968,1.16969
2025-09-11 05:10:00+02:00,1.16968,1.16969,1.16962,1.16962
2025-09-11 05:11:00+02:00,1.16962,1.16962,1.16959,1.16959
2025-09-11 05:12:00+02:00,1.16959,1.16962,1.16959,1.16962
2025-09-11 05:13:00+02:00,1.16962,1.16962,1.16945,1.16947
2025-09-11 05:14:00+02:00,1.16946,1.16954,1.16939,1.16945
2025-09-11 05:15:00+02:00,1.16946,1.16953,1.16946,1.16953
2025-09-11 05:16:00+02:00,1.16954,1.16954,1.16943,1.16944
2025-09-11 05:17:00+02:00,1.16945,1.16951,1.16945,1.16951
2025-09-11 05:18:00+02:00,1.16952,1.16954,1.16939,1.16941
2025-09-11 05:19:00+02:00,1.16942,1.16942,1.1694,1.16942
2025-09-11 05:20:00+02:00,1.16943,1.16945,1.16937,1.16944
2025-09-11 05:21:00+02:00,1.16945,1.16952,1.16945,1.1695
2025-09-11 05:22:00+02:00,1.1695,1.16955,1.16949,1.16952
2025-09-11 05:23:00+02:00,1.16951,1.16963,1.16951,1.16962
2025-09-11 05:24:00+02:00,1.16962,1.16963,1.16957,1.16961
2025-09-11 05:25:00+02:00,1.16962,1.16962,1.16959,1.1696
2025-09-11 05:26:00+02:00,1.1696,1.1696,1.16946,1.16947
2025-09-11 05:27:00+02:00,1.16947,1.16955,1.16947,1.16955
2025-09-11 05:28:00+02:00,1.16955,1.16958,1.16955,1.16957
2025-09-11 05:29:00+02:00,1.16958,1.16958,1.1695,1.16952
2025-09-11 05:30:00+02:00,1.16954,1.16954,1.16947,1.16948
2025-09-11 05:31:00+02:00,1.16945,1.16945,1.16939,1.16943
2025-09-11 05:32:00+02:00,1.16944,1.16945,1.16938,1.16939
2025-09-11 05:33:00+02:00,1.16939,1.16965,1.16939,1.16965
2025-09-11 05:34:00+02:00,1.16963,1.16974,1.1696,1.1697
2025-09-11 05:35:00+02:00,1.16968,1.16975,1.16965,1.16975
2025-09-11 05:36:00+02:00,1.16974,1.16975,1.16972,1.16973
2025-09-11 05:37:00+02:00,1.16972,1.16973,1.16963,1.16964
2025-09-11 05:38:00+02:00,1.16963,1.16975,1.16963,1.16974
2025-09-11 05:39:00+02:00,1.16976,1.16979,1.1697,1.16971
2025-09-11 05:40:00+02:00,1.16969,1.16969,1.16966,1.16966
2025-09-11 05:41:00+02:00,1.16966,1.16968,1.16965,1.16966
2025-09-11 05:42:00+02:00,1.16969,1.16979,1.16969,1.1697
2025-09-11 05:43:00+02:00,1.16968,1.16969,1.16966,1.16966
