movement_id,date,r2_trend,amp_ideal,impact_real,num_events,total_score
1015,2024-10-29,0.0023440844869195886,2.250166619449791,37.30000000000011,5,194.8510785
1067,2024-11-14,0.028618137929314776,5.0,45.59999999999897,5,99.015073
1085,2024-11-21,0.04965524038959644,3.0966189451814548,65.90000000000096,9,276.4552902
1114,2024-11-26,0.7838337776667182,2.5052585067085764,42.899999999999054,12,296.5997986467758
1124,2024-11-27,0.3437781109754112,2.076293024208921,45.50000000000054,22,695.8726764272228
1142,2024-12-06,0.1625168504547193,1.341579952210759,38.599999999999746,10,415.29282184285717
1191,2025-01-07,0.2900572202240946,2.2623547551285323,41.10000000000058,14,367.1078716985542
1254,2025-01-24,0.8579069420657808,3.2062899356848407,42.800000000000615,11,211.9425282988732
1285,2025-02-03,0.7573489507821239,5.0,76.6,6,148.3015853542553
1306,2025-02-07,0.10493243023105685,2.1571066611628766,57.40000000000079,14,537.7163488317931
1333,2025-02-14,0.36257625355219336,1.5049616068026266,36.599999999999966,8,280.8211384123972
1343,2025-02-27,0.23980840267688153,4.72494088030195,67.09999999999994,6,173.55863363461538
1372,2025-03-05,0.7344939188952302,5.0,37.700000000000514,3,68.04772876666667
1433,2025-03-20,0.341126113459537,5.0,36.200000000001786,5,103.93123938341014
1503,2025-04-04,0.06857013485579155,2.6453700214096574,86.89999999999864,9,426.73728600000004
1600,2025-04-10,0.770843364560077,3.3967232098155637,65.599999999999,7,226.54822111282053
1644,2025-04-11,0.13019621923765412,5.0,42.9999999999997,2,70.99401626666668
1645,2025-04-11,0.09554138622802871,5.0,95.60000000000014,6,194.05972591960824
1760,2025-05-01,0.5159927533743133,2.3546371797221353,36.80000000000128,9,203.02564847386276
1762,2025-05-02,0.3080099474377825,2.252625505131827,73.19999999999993,11,515.9399417
1860,2025-05-30,0.6697921791620712,2.887200891882958,39.39999999999833,10,196.97171920000002
1867,2025-06-04,0.1730210475138132,1.6838789576778859,35.89999999999982,15,461.5932571093407
1897,2025-06-12,0.7718071206639495,3.3516293457253834,49.10000000000192,6,178.17751362542373
1902,2025-06-13,0.6963697593357827,5.0,44.500000000000654,6,108.69114445502646
1917,2025-06-18,0.19353484540738267,2.411239734248738,36.70000000000062,7,181.62005035294118
1963,2025-07-03,0.00032227695848594597,2.406338590668454,57.70000000000053,16,553.7627368844322
1980,2025-07-16,0.733013294392444,3.8978715368788492,40.299999999999784,4,132.4613176
1983,2025-07-16,0.7422764764406933,5.0,147.39999999999975,8,306.67648205454543
1999,2025-07-24,0.5347858463769458,3.8868416240988637,44.99999999999949,7,141.626452
2028,2025-07-31,0.16592093912714181,3.418547704294853,43.69999999999985,7,154.86310763485915
2036,2025-08-01,0.0016992142607115729,1.96377970181311,48.59999999999864,15,535.821019
2052,2025-08-12,0.608063786907807,5.0,61.99999999999983,5,142.613305
2067,2025-08-21,0.15272878970594211,2.342951823811348,41.89999999999916,10,258.127952110101
2089,2025-08-29,0.28109558372848864,5.0,47.399999999999665,6,118.81164381800767
2105,2025-09-11,0.1767183800578641,2.9381848586012698,56.89999999999973,13,363.38037075212765
2106,2025-09-16,0.6447772087372711,1.8433972588882512,47.90000000000072,10,375.06004173209874
2126,2025-09-25,0.007560416293586064,2.5795021218784604,58.400000000000674,10,326.78449609334245
2136,2025-10-01,0.061618755236803165,1.8377005405873383,36.89999999999971,8,231.86040486279828
2151,2025-10-14,0.5955021428999827,5.0,30.000000000001137,4,72.501
